id,ProlificID,Time,Date,Zip,State_full,State,Age,Sex,Preexisting,PerceptionRisk,PFIaffectNeigh,PFINeigh1,PFINeigh6,PFIcountry1,PFIcountry6,WillingnessNeigh,NBTneigh,WillingnessCountry,NBTcountry,InfectedCovid,InfectedCovidLatest,Vaccine
3184,5e14ee60b63853b11dc2b3f6,4,12/28/2020,89034,Nevada,NV,66,1,1,4,5.75,6,6,6,5,4,6,3,5,2,1,6
3185,5e16200e9195c6c0ec0b0e92,4,12/28/2020,28146,North Carolina,NC,62,2,1,2,5,5,3,6,5,1,5,1,6,1,1,7
3186,5e16c978783225c8108ef055,4,12/28/2020,95864,California,CA,59,1,2,2,3.25,2,1,7,4,1,4,1,4,1,1,2
3187,5e1797da928b15062260e30e,4,12/28/2020,80031,Colorado,CO,69,1,2,6,5.25,5,4,6,4,3,5,4,6,1,1,5
3188,5e1a7114a90da52e206de7ea,4,12/28/2020,92677,California,CA,32,1,1,1,3.75,2,3,2,2,3,5,1,3,1,1,1
3189,5e1ce181e37cd906f01b3226,4,12/28/2020,8854,New Jersey,NJ,,2,2,,,,,,,,,,,,1,
3190,5e1d0bdfdc1a170a132a6980,4,12/28/2020,90710,California,CA,32,2,2,5,4.25,4,4,5,4,2,6,1,6,1,1,7
3191,5e1e1da5409600000a106e74,4,12/28/2020,8527,New Jersey,NJ,54,1,2,6,6.75,7,6,7,6,2,7,2,7,1,1,6
3192,5e1f8fbfb202032c463f3e06,4,12/28/2020,78233,Texas,TX,59,2,1,2,5.75,5,4,6,6,1,7,1,7,1,1,4
3193,5e237189f0b71e629c6efe62,4,12/28/2020,28277,North Carolina,NC,49,1,2,2,6.25,6,6,7,6,5,6,4,6,1,1,7
3194,5e26ed82677d6f91fcf492f8,4,12/28/2020,48360,Michigan,MI,41,1,1,4,6,6,6,6,6,5,6,4,5,1,1,5
3195,5e27616fe837f399dc3fe42f,4,12/28/2020,46902,Indiana,IN,27,2,1,2,5.5,6,5,5,4,5,5,3,5,1,1,7
3196,5e2926d80beb030ede110e67,4,12/28/2020,85263,Arizona,AZ,48,2,1,1,3.25,3,3,4,4,1,3,1,3,1,1,1
3197,5e29d24605043a02e9043472,4,12/28/2020,34787,Florida,FL,43,2,1,3,5.25,6,2,5,4,1,5,1,6,1,1,7
3198,5e29ed78eb557a05536b8442,4,12/28/2020,23059,Virginia,VA,53,1,1,3,5.25,5,4,5,4,5,5,4,5,1,1,6
3199,5e2ac2aa0038f21089a533a4,4,12/28/2020,40220,Kentucky,KY,41,2,1,5,5.5,5,5,5,2,3,5,2,5,1,1,7
3200,5e2b3b032f20ff188d7223d1,4,12/28/2020,60622,Illinois,IL,53,1,1,,6.25,6,6,6,5,2,5,3,6,3,3,3
3201,5e2be6efe179572183644844,4,12/28/2020,97534,Oregon,OR,,1,1,,,,,,,,,,,,1,
3202,5e2d295390840b3279624b90,4,12/28/2020,98020,Washington,WA,69,2,2,2,5,4,3,6,4,2,6,1,4,1,1,2
3203,5e2d3e464b8a1a33ef37b241,4,12/28/2020,75252,Texas,TX,46,1,2,2,6,7,4,7,6,5,6,5,6,1,1,7
3204,5e2d96d3bc554937d1b3917a,4,12/28/2020,34274,Florida,FL,,1,1,,,,,,,,,,,,1,
3205,5e307b72ef67c706b15f4453,4,12/28/2020,44287,Ohio,OH,,1,1,,,,,,,,,,,,0,
3206,5e30cffb5a41120d29d33113,4,12/28/2020,63123,Missouri,MO,73,2,1,1,5.25,6,4,3,2,5,5,3,4,1,1,1
3207,5e31bff2a976891a9dded7b4,4,12/28/2020,33880,Florida,FL,77,1,1,2,5.75,6,4,6,6,2,6,2,5,1,1,7
3208,5e3203e3ed584a087ea5d56a,4,12/28/2020,29045,South Carolina,SC,,2,2,,,,,,,,,,,,1,
3209,5e335595bac1953243a29c68,4,12/28/2020,98685,Washington,WA,20,1,1,2,3.5,4,2,5,5,2,5,1,5,1,1,6
3210,5e3360a4499e7932901951cb,4,12/28/2020,54880,Wisconsin,WI,34,1,1,4,4.25,4,4,4,4,4,6,3,5,1,1,6
3211,5e34929ef92fd9000a1236f1,4,12/28/2020,14850,New York,NY,59,2,1,3,4.75,5,3,5,2,1,7,1,7,1,1,7
3212,5e3adfc595ff562fbdd130fa,4,12/28/2020,33919,Florida,FL,33,1,1,5,2.75,3,3,5,4,2,5,2,6,1,1,7
3213,5e3c80d18af2be072bbd60cc,4,12/28/2020,7093,New Jersey,NJ,60,2,1,5,6,6,4,6,5,3,6,3,6,1,1,7
3214,5e3c9ed5c6aedd0981fdf70b,4,12/28/2020,34669,Florida,FL,,2,2,,,,,,,,,,,,3,
3215,5e3d792b9aa116000bcb8b84,4,12/28/2020,,Nebraska,NE,25,2,1,3,5.25,5,3,4,3,3,5,3,4,1,1,4
3216,5e3dbf3d216cf7000cfa0d29,4,12/28/2020,31217,Georgia,GA,56,2,1,2,4,5,1,5,2,1,3,1,3,1,1,5
3217,5e3e54f69e51f80b67c1cc06,4,12/28/2020,13219,New York,NY,45,2,1,4,6.25,6,3,7,6,1,6,1,6,1,1,6
3218,5e3f4c676d06fc1b240e6021,4,12/28/2020,31069,Georgia,GA,62,1,1,5,4.75,4,3,5,5,4,6,4,6,1,2,3
3219,5e3f6b251d15101c5251d8b7,4,12/28/2020,98133,Washington,WA,66,1,1,5,5.25,5,4,4,4,4,4,4,4,1,1,3
3220,5e41c1315bb2570548948925,4,12/28/2020,30341,Georgia,GA,63,1,1,3,6.25,6,6,6,6,5,6,3,6,1,1,7
3221,5e41d817cfafb807ef94486a,4,12/28/2020,75247,Texas,TX,21,1,2,6,4.75,6,3,5,3,2,6,1,5,1,1,6
3222,5e455faf462e0802d9d9c3e2,4,12/28/2020,78504,Texas,TX,26,1,1,7,2.5,1,1,1,1,4,4,4,4,1,1,5
3223,5e48cc0fe4317f3670ce90dd,4,12/28/2020,93204,California,CA,73,2,2,4,6.75,7,5,7,7,5,5,4,5,1,3,6
3224,5e4af9e73485dd000c99724e,4,12/28/2020,1095,Massachusetts,MA,54,2,2,3,5.5,6,4,7,4,1,5,1,5,1,1,7
3225,5e4def371c628324e7ec68c3,4,12/28/2020,10015,New York,NY,,1,1,,,,,,,,,,,,0,
3226,5e529e8f31127d2b307b5858,4,12/28/2020,22207,Virginia,VA,,2,1,,,,,,,,,,,,1,
3227,5e5414441159f005cac037c5,4,12/28/2020,48383,Michigan,MI,,1,1,,,,,,,,,,,,1,
3228,5e556ce0df966b57dbf40a16,4,12/28/2020,61761,Illinois,IL,,1,1,,,,,,,,,,,,1,
3229,5e567cd58e4500024e8d096c,4,12/28/2020,97504,Oregon,OR,,2,1,,,,,,,,,,,,1,
3230,5e5ab88a43f33029b119a48c,4,12/28/2020,21045,Maryland,MD,48,2,1,5,5.75,5,3,5,5,1,5,1,6,1,1,7
3231,5e5ae01d75f13d2efe7db45e,4,12/28/2020,80903,Colorado,CO,,1,1,,,,,,,,,,,,1,
3232,5e5c03ab6a255b3ece760715,4,12/28/2020,52349,Iowa,IA,62,2,2,4,5.75,6,4,5,4,3,6,3,6,1,2,6
3233,5e5e46df3accc91596caf9da,4,12/28/2020,31907,Georgia,GA,,1,1,,,,,,,,,,,,0,
3234,5e5e5b2488479216d9171d1b,4,12/28/2020,60126,Illinois,IL,56,2,1,4,4.5,5,3,5,3,2,5,2,5,1,1,7
3235,5e6002b9e9e2ca34e24deab8,4,12/28/2020,19564,Pennsylvania,PA,52,1,2,5,5.5,6,4,5,2,3,6,2,6,1,1,7
3236,5e6069cc03a4723c4f10ea19,4,12/28/2020,2370,Massachusetts,MA,31,1,1,3,4,4,2,5,3,1,4,2,5,1,1,6
3237,5e6138fd51dba20226f162a9,4,12/28/2020,73105,Oklahoma,OK,,1,2,,,,,,,,,,,,2,
3238,5e64807cef9fad1fc7efbba5,4,12/28/2020,43228,Ohio,OH,,2,1,,,,,,,,,,,,1,
3239,5e648efca8c76520c918bb31,4,12/28/2020,72202,Arkansas,AR,31,1,1,2,4.5,5,4,6,4,1,4,1,5,1,1,6
3240,5e649034feba20212bb729db,4,12/28/2020,38128,Tennessee,TN,29,1,2,4,3.5,3,2,3,2,2,6,2,6,1,1,7
3241,5e6548dbb47a552c541cb053,4,12/28/2020,49630,Michigan,MI,69,1,1,3,4.25,4,4,5,4,4,4,4,4,1,1,7
3242,5e6bdd2a3ea572199bb7f6b6,4,12/28/2020,95687,California,CA,60,2,2,2,4.75,5,4,5,3,2,6,2,6,1,1,7
3243,5e6cbcbc4b1e3727b86b6327,4,12/28/2020,48221,Michigan,MI,28,1,1,4,1.75,1,1,1,1,1,1,1,4,1,1,4
3244,5e6d08da374f5b2c1f67aa85,4,12/28/2020,60657,Illinois,IL,,1,1,,,,,,,,,,,,2,
3245,5e6fd3293c76d25a3ca8b384,4,12/28/2020,19136,Pennsylvania,PA,50,1,1,3,6.75,7,6,6,5,6,7,5,6,1,1,7
3246,5e6fd38fe95be7071b5196bf,4,12/28/2020,89122,Nevada,NV,35,1,2,6,6,6,6,7,6,7,6,1,4,1,1,7
3247,5e7072e5fb136c63e94f3fa4,4,12/28/2020,91020,California,CA,33,1,1,4,5.75,6,6,5,5,4,4,3,4,1,1,7
3248,5e711d9e908b46031e32138c,4,12/28/2020,44106,Ohio,OH,60,1,1,5,5.5,6,5,6,2,5,6,4,5,1,1,6
3249,5e72a52868f8321fa3335b09,4,12/28/2020,73762,Oklahoma,OK,,2,1,,,,,,,,,,,,3,
3250,5e72e0d8adc903240ac70891,4,12/28/2020,53110,Wisconsin,WI,56,2,1,1,5.25,4,5,6,6,2,4,2,4,2,2,2
3251,5e76c87c0fd39b22d52eba04,4,12/28/2020,31635,Georgia,GA,65,2,2,5,6.25,6,6,6,5,6,6,3,6,1,1,6
3252,5e770f11a9d3b527c662aa23,4,12/28/2020,7601,New Jersey,NJ,40,2,1,2,6.5,7,4,7,4,2,6,2,5,1,1,4
3253,5e77debe42409d356a79c82a,4,12/28/2020,90035,California,CA,26,1,1,5,7,7,7,7,7,7,7,3,5,1,1,7
3254,5e7a6846f0f631000a4e2b9d,4,12/28/2020,33904,Florida,FL,54,1,1,6,6.5,7,5,6,4,3,6,2,5,1,1,7
3255,5e7ab7b035b980000bc30732,4,12/28/2020,75206,Texas,TX,43,1,2,3,4.25,4,2,5,3,3,6,4,5,1,1,5
3256,5e7cb742d29f7530898fb99d,4,12/28/2020,7920,New Jersey,NJ,,1,1,,,,,,,,,,,,1,
3257,5e7d0520455902383a9d1dd9,4,12/28/2020,92127,California,CA,53,1,1,2,5.5,5,5,5,4,4,6,3,7,1,1,6
3258,5e820eb36551aa02fd72e1dc,4,12/28/2020,76040,Texas,TX,,1,1,,,,,,,,,,,,1,
3259,5e83adf76ea9870c99d4b086,4,12/28/2020,22202,Virginia,VA,27,2,2,5,4.5,6,3,3,1,1,5,1,5,1,2,7
3260,5e83cb795cbd731071dc6917,4,12/28/2020,90032,California,CA,,2,2,,,,,,,,,,,,1,
3261,5e84b8443f064006f1b5215c,4,12/28/2020,10029,New York,NY,34,1,1,6,1,1,1,1,1,1,1,1,1,1,1,2
3262,5e84ecf6ecf1c00c1b3a1e10,4,12/28/2020,44256,Ohio,OH,,1,2,,,,,,,,,,,,1,
3263,5e84f020507cd30b367b2624,4,12/28/2020,10583,New York,NY,66,1,2,5,4.25,5,1,6,4,3,4,1,4,1,1,7
3264,5e8550a6524dca13fecdbfb0,4,12/28/2020,10918,New York,NY,,2,1,,,,,,,,,,,,1,
3265,5e8601d90126b207e8c7a2aa,4,12/28/2020,19956,Delaware,DE,40,2,1,4,3.75,4,1,4,1,2,7,2,7,1,3,5
3266,5e860f0df9dd6622c4548d31,4,12/28/2020,76108,Texas,TX,25,2,1,4,4,4,2,6,6,1,6,1,5,1,1,7
3267,5e8804c63ac81448c5ab0fa5,4,12/28/2020,98136,Washington,WA,72,1,1,5,5.25,5,4,5,6,5,6,5,6,1,1,7
3268,5e8982d25ae5fb62313d9cad,4,12/28/2020,8618,New Jersey,NJ,34,1,1,3,4.75,6,4,7,4,4,5,5,5,1,2,5
3269,5e8b32ec2c33ae7f20a0b401,4,12/28/2020,2176,Massachusetts,MA,59,2,1,4,6,6,6,6,6,5,5,4,5,1,1,6
3270,5e8ba701c2bb4d085e04cd58,4,12/28/2020,8034,New Jersey,NJ,63,2,1,4,5.75,5,5,6,5,6,6,4,6,1,1,5
3271,5e8be450affef10d24343a7f,4,12/28/2020,39160,Mississippi,MS,28,1,1,3,3.5,3,4,5,3,4,4,4,5,1,2,3
3272,5e8cf14c0bec230b335e060d,4,12/28/2020,77088,Texas,TX,45,2,1,6,5.75,6,3,7,4,3,4,3,4,1,1,1
3273,5e8e308afb02cb0ea602a3fc,4,12/28/2020,15229,Pennsylvania,PA,,2,1,,,,,,,,,,,,2,
3274,5e8fa5f4b759eb2a74f406d0,4,12/28/2020,27405,North Carolina,NC,,2,1,,,,,,,,,,,,0,
3275,5e9159c5d2668d4885a497ff,4,12/28/2020,16101,Pennsylvania,PA,56,2,1,,5,4,1,5,4,1,7,1,7,1,1,4
3276,5e9351e292156003eb6eec58,4,12/28/2020,33445,Florida,FL,66,1,1,5,5.5,5,4,6,5,2,4,2,4,1,1,7
3277,5e954bac8099ec8c18ba2b69,4,12/28/2020,49010,Michigan,MI,31,1,1,6,5.25,5,4,5,4,3,6,2,5,1,2,6
3278,5e976f67be609822f1146463,4,12/28/2020,96789,Hawaii,HI,50,1,1,1,4.25,5,2,6,2,4,6,3,6,1,1,1
3279,5e97b65ae8791a288a63c335,4,12/28/2020,7747,New Jersey,NJ,22,2,1,4,4.75,6,3,6,4,5,7,5,7,1,1,7
3280,5e9ca054511e7a1c5c5640e5,4,12/28/2020,91208,California,CA,52,1,2,7,5.5,7,1,7,7,1,7,1,7,1,1,4
3281,5e9d4cea9a706b26f7bd3799,4,12/28/2020,14904,New York,NY,,1,1,,,,,,,,,,,,1,
3282,5e9f3f09ccc75a0c345e4845,4,12/28/2020,27603,North Carolina,NC,61,2,1,4,4.5,5,5,5,5,4,6,2,5,1,1,5
3283,5e9fc65dee2ccf178f0e413f,4,12/28/2020,30019,Georgia,GA,52,2,1,4,6.25,7,2,7,6,4,7,3,7,1,1,4
3284,5ea1c2d98c896c09213d8492,4,12/28/2020,45663,Ohio,OH,,2,1,,,,,,,,,,,,0,
3285,5ea45809cb6ec73f7b644178,4,12/28/2020,60025,Illinois,IL,,1,1,,,,,,,,,,,,1,
3286,5ea47bda5b1a9807ed89eb76,4,12/28/2020,27513,North Carolina,NC,73,1,1,4,4,4,2,6,4,2,5,2,5,1,1,7
3287,5ea4c85a360fe448ea95349d,4,12/28/2020,13090,New York,NY,49,2,1,1,5.75,5,4,6,4,6,7,4,6,1,1,1
3288,5ea645096a1a5b65989587be,4,12/28/2020,34741,Florida,FL,62,2,2,4,6,6,5,6,5,3,5,3,5,1,1,6
3289,5ea6a0131b8dc301238698bd,4,12/28/2020,36081,Alabama,AL,,1,1,,,,,,,,,,,,2,
3290,5ea6d2679255fb04b664b12d,4,12/28/2020,43085,Ohio,OH,65,1,2,5,3.5,4,2,3,4,5,5,2,4,1,1,7
3291,5ea72b8aedd4c90da065607c,4,12/28/2020,90025,California,CA,63,1,1,5,6.5,7,4,7,5,1,5,1,5,1,1,7
3292,5ea7b13e8ac6491a2050e619,4,12/28/2020,60706,Illinois,IL,67,2,2,5,5.75,6,4,6,3,4,5,4,6,1,1,7
3293,5ea95315997ece03c0c1a2cf,4,12/28/2020,97216,Oregon,OR,40,1,1,6,5.75,6,7,6,5,3,6,3,6,1,3,7
3294,5ea9cc7058ebeb11a12e659c,4,12/28/2020,85213,Arizona,AZ,24,1,1,4,2.5,4,2,4,2,1,3,1,2,1,1,7
3295,5eaa0cc0fb0fca17a3006d9c,4,12/28/2020,95014,California,CA,62,1,1,3,5.75,5,4,7,4,4,6,2,6,1,1,7
3296,5eab0fdbb02b960bc3c7734e,4,12/28/2020,44022,Ohio,OH,60,2,2,7,5.25,5,4,5,5,2,6,2,5,1,1,7
3297,5eaca0deb38b611362ece75d,4,12/28/2020,75063,Texas,TX,,1,1,,,,,,,,,,,,2,
3298,5eaf1a2c649fd108284c2b5f,4,12/28/2020,14450,New York,NY,45,2,1,5,6,6,5,7,5,1,6,1,6,2,1,7
3299,5eaf33928c0ee3626f0036e5,4,12/28/2020,73012,Oklahoma,OK,45,1,1,3,6.25,6,6,2,2,7,7,5,5,1,2,7
3300,5eaf76ae6665cc671414ab73,4,12/28/2020,33056,Florida,FL,32,2,1,4,6,7,4,6,4,1,6,1,6,2,2,4
3301,5eb087ed7f6d1e1232690d6a,4,12/28/2020,97219,Oregon,OR,60,2,2,4,5.25,6,3,5,2,2,6,2,6,1,1,7
3302,5eb0bbbc0be27c183500b45d,4,12/28/2020,16506,Pennsylvania,PA,,2,1,,,,,,,,,,,,1,
3303,5eb24b26f30ede1a6ae46c14,4,12/28/2020,44134,Ohio,OH,22,1,1,3,5.25,5,4,7,5,1,5,1,5,1,1,3
3304,5eb2683a11c5fb1c62114b5e,4,12/28/2020,68801,Nebraska,NE,30,1,1,4,5.75,6,3,,4,3,7,1,7,1,1,7
3305,5eb2bffa2f51de04d4f35219,4,12/28/2020,7450,New Jersey,NJ,60,1,1,5,5.5,5,5,5,5,1,5,1,5,1,1,7
3306,5eb3935fd0e02317909c5f32,4,12/28/2020,98253,Washington,WA,30,2,1,2,4,4,2,5,2,2,5,2,5,1,1,6
3307,5eb4a91af2291f30f6b73c9c,4,12/28/2020,32311,Florida,FL,32,2,1,4,4.5,4,1,5,4,1,5,1,5,1,1,7
3308,5eb4f1aac383fe000a79099d,4,12/28/2020,94545,California,CA,28,1,1,5,4.75,6,5,5,3,3,4,2,4,1,1,6
3309,5eb6e12a2541f25eb790569a,4,12/28/2020,49503,Michigan,MI,62,2,1,6,6.25,6,3,6,4,1,6,1,5,1,1,7
3310,5eb879035275547d0fcdd610,4,12/28/2020,96744,Hawaii,HI,,1,2,,,,,,,,,,,,1,
3311,5eb9c3eaeb92ea0f9f2cb190,4,12/28/2020,44110,Ohio,OH,,2,2,,,,,,,,,,,,1,
3312,5ebdd41dd850600f799f70de,4,12/28/2020,76210,Texas,TX,20,2,1,6,4.5,6,6,5,5,5,5,4,5,3,3,6
3313,5ebdea4e0ae7a413a7d81d14,4,12/28/2020,76543,Texas,TX,62,2,2,6,7,7,6,7,7,6,7,6,7,1,1,1
3314,5ec00f62cf12be40ea6fe344,4,12/28/2020,71291,Louisiana,LA,46,2,1,5,5.25,5,5,6,4,5,7,3,4,3,3,7
3315,5ec3f96a7bd12a09e859341b,4,12/28/2020,29201,South Carolina,SC,23,1,1,3,1.75,3,1,5,1,5,7,3,7,1,1,7
3316,5ec446f8ec26b7323a065827,4,12/28/2020,30041,Georgia,GA,46,1,1,4,4.25,4,5,6,5,1,4,2,5,1,1,4
3317,5ec46d59c1c5e016fafe11d6,4,12/28/2020,50701,Iowa,IA,42,1,2,6,4.75,5,4,6,4,1,4,1,5,1,1,7
3318,5ec48981bc7291376f2e278e,4,12/28/2020,98007,Washington,WA,26,1,1,2,4.75,5,5,5,5,2,5,2,5,1,1,2
3319,5ec571fbbe9f1b54ce2ea875,4,12/28/2020,19438,Pennsylvania,PA,60,2,1,7,6.25,6,2,6,5,5,7,5,7,1,1,6
3320,5ec5880e02a64c5b4102561f,4,12/28/2020,2911,Rhode Island,RI,36,1,1,5,5.5,5,6,5,3,3,5,3,5,1,3,7
3321,5ec59870db44d65d215887fb,4,12/28/2020,33401,Florida,FL,47,1,1,5,6.25,6,6,6,6,2,6,2,6,1,3,7
3322,5ec6d423fc10270f0bbbc90e,4,12/28/2020,77008,Texas,TX,34,2,1,2,6.25,6,6,7,6,4,5,3,5,1,1,1
3323,5ec764942256df19e155432c,4,12/28/2020,33404,Florida,FL,64,1,2,2,1,1,1,1,1,1,1,1,1,1,1,7
3324,5ec792e705a9071db9323de5,4,12/28/2020,94116,California,CA,,2,1,,,,,,,,,,,,1,
3325,5ec9d530f7f5db50c71639de,4,12/28/2020,7035,New Jersey,NJ,21,1,1,5,,4,5,4,5,5,4,5,6,1,1,4
3326,5eca36ad460a2b19ab37697b,4,12/28/2020,94063,California,CA,,1,1,,,,,,,,,,,,1,
3327,5eca8de81197051fa92b5a6a,4,12/28/2020,63116,Missouri,MO,32,2,1,4,4.25,4,1,5,2,2,7,1,6,1,1,6
3328,5ecc6ffce3ca77849333e83e,4,12/28/2020,76710,Texas,TX,41,1,1,2,1.75,1,1,1,1,1,1,1,1,2,2,1
3329,5ed0f25c975bae000b4edf4a,4,12/28/2020,23464,Virginia,VA,43,2,1,5,4.75,5,5,4,2,4,6,4,5,1,1,4
3330,5ed11bf9c0af2b02a78d9386,4,12/28/2020,73160,Oklahoma,OK,48,2,2,7,6.5,7,6,7,5,5,7,4,7,1,3,7
3331,5ed2f70cae98302901c31d4f,4,12/28/2020,16001,Pennsylvania,PA,42,2,1,6,6.5,7,6,6,6,7,7,5,7,1,1,5
3332,5ed666321120380888012dcb,4,12/28/2020,34120,Florida,FL,61,2,2,4,5.5,6,4,7,5,3,6,1,5,1,1,3
3333,5ed6f0662fb6181721604c87,4,12/28/2020,27612,North Carolina,NC,,2,1,,,,,,,,,,,,1,
3334,5ed6f21b0d7fc416b2d5affa,4,12/28/2020,98102,Washington,WA,21,2,1,4,4.75,5,4,2,1,5,7,4,5,1,1,6
3335,5ed9136966969246300908a1,4,12/28/2020,62208,Illinois,IL,50,1,1,5,4.25,5,4,4,6,5,5,5,5,3,3,5
3336,5edaa9fe334f1b6f4ab24acc,4,12/28/2020,11101,New York,NY,33,2,2,4,4.75,4,3,4,4,4,6,4,4,1,1,4
3337,5eddfaae1540cb0008d0b835,4,12/28/2020,2139,Massachusetts,MA,,1,1,,,,,,,,,,,,1,
3338,5edeb23e5b5d6214fb271258,4,12/28/2020,97739,Oregon,OR,31,3,2,4,4.5,5,1,4,1,5,5,4,5,1,1,7
3339,5ee09c1a0c2ad1027f541f53,4,12/28/2020,20105,Virginia,VA,38,2,2,6,6.5,6,6,7,6,5,7,5,7,1,1,7
3340,5ee19419a301131e862a5a06,4,12/28/2020,23831,Virginia,VA,27,2,2,4,2.75,2,2,4,3,1,2,1,3,1,1,4
3341,5ee1ee9d2ef80a5e94ec29ef,4,12/28/2020,43228,Ohio,OH,38,1,2,5,4,4,6,5,5,5,5,5,6,1,2,7
3342,5ee3c01c7247c006e9a3f4fd,4,12/28/2020,28078,North Carolina,NC,55,2,1,4,6.75,7,5,7,5,5,7,3,7,1,1,7
3343,5ee4b29de1640f1bc85da97b,4,12/28/2020,16830,Pennsylvania,PA,59,1,2,3,4.25,4,3,5,2,1,5,1,5,1,1,6
3344,5ee6d6e22472a0463a271bd8,4,12/28/2020,22152,Virginia,VA,61,2,1,5,5.25,6,3,6,4,3,3,3,3,1,1,7
3345,5ee6f91291a7f3467cd37704,4,12/28/2020,68154,Nebraska,NE,58,1,2,4,4.5,5,4,7,5,5,6,4,6,3,3,7
3346,5ee96cbf2825f91f0f5f49d9,4,12/28/2020,80908,Colorado,CO,,2,2,,,,,,,,,,,,3,
3347,5ee9d0dfab4d21000ae469c7,4,12/28/2020,34231,Florida,FL,51,1,2,5,6.5,6,4,7,7,5,6,5,6,1,1,5
3348,5ee9f7b5979e5302a8d29301,4,12/28/2020,55122,Minnesota,MN,,1,1,,,,,,,,,,,,1,
3349,5eea5252da0cfc115e24e69b,4,12/28/2020,10001,New York,NY,,1,2,,,,,,,,,,,,1,
3350,5eebfc26fe8e6a1922767dbf,4,12/28/2020,77301,Texas,TX,39,1,1,4,4,4,4,4,4,3,6,2,5,1,1,5
3351,5eed1bae9e63ac127ac15a77,4,12/28/2020,85208,Arizona,AZ,57,1,1,3,2.75,2,1,3,1,2,5,2,4,1,1,7
3352,5eed22ef1537c7128cca6aaa,4,12/28/2020,19067,Pennsylvania,PA,20,1,2,3,5.5,5,3,7,4,5,6,4,6,1,1,7
3353,5eed61d5177a731996a1ef2e,4,12/28/2020,2460,Massachusetts,MA,62,2,2,5,3.5,4,3,4,4,4,6,4,5,1,1,7
3354,5ef005948c610f5171f1a3aa,4,12/28/2020,90505,California,CA,33,2,1,6,2.75,2,1,7,7,7,7,2,7,1,1,7
3355,5ef035131f1b2a546b44c391,4,12/28/2020,96706,Hawaii,HI,69,1,2,4,5.5,5,5,3,2,3,6,1,4,1,1,4
3356,5ef11fdda0736031899eb5dc,4,12/28/2020,1929,Massachusetts,MA,59,2,1,4,5.5,6,3,6,3,2,4,1,5,1,2,7
3357,5ef40b0485da3c1c6ced0e28,4,12/28/2020,98365,Washington,WA,,2,1,,,,,,,,,,,,1,
3358,5ef614097c0ee22b09ccf634,4,12/28/2020,61550,Illinois,IL,68,1,2,5,4.5,5,2,5,3,6,7,5,7,3,3,2
3359,5ef68aac3083cd173cffd7e5,4,12/28/2020,43219,Ohio,OH,32,2,1,5,5.75,5,6,5,5,5,5,6,5,1,1,5
3360,5ef6a216cf5fa438db69c355,4,12/28/2020,53081,Wisconsin,WI,33,1,1,3,4.5,6,4,5,3,3,5,2,3,1,1,7
3361,5ef6d07be683903cd5ae171d,4,12/28/2020,43219,Ohio,OH,38,1,1,5,5,5,4,6,7,5,4,5,5,1,1,6
3362,5ef74c949e879646313b24e9,4,12/28/2020,53051,Wisconsin,WI,,1,2,,,,,,,,,,,,1,
3363,5ef755d3c4576a466d4de716,4,12/28/2020,33173,Florida,FL,,1,2,,,,,,,,,,,,1,
3364,5ef75d0a25b7084677376a9b,4,12/28/2020,30620,Georgia,GA,69,2,1,2,6.25,6,5,6,5,5,6,4,5,1,1,1
3365,5ef7bc9de683904f56114114,4,12/28/2020,7410,New Jersey,NJ,62,2,1,3,7,7,7,7,7,7,7,7,7,1,2,7
3366,5ef80e619a2ea954fbb28377,4,12/28/2020,54806,Wisconsin,WI,30,2,1,6,5.25,5,4,7,5,4,6,5,6,1,1,7
3367,5ef8f930b5a6aa0a346e63d3,4,12/28/2020,72209,Arkansas,AR,,1,2,,,,,,,,,,,,2,
3368,5efd3f03dbefb617cf28b12e,4,12/28/2020,10022,New York,NY,31,1,1,2,4.75,4,4,6,4,3,6,3,6,1,1,5
3369,5efd83fa0c3da11ccd6fe892,4,12/28/2020,90277,California,CA,,2,1,,,,,,,,,,,,1,
3370,5efddf1c7f11d20744fc1eb2,4,12/28/2020,60638,Illinois,IL,59,1,1,4,5.25,6,3,6,3,3,5,3,5,2,1,5
3371,5efe907ba8384039f55a9625,4,12/28/2020,94544,California,CA,38,1,2,4,5,5,4,3,2,4,6,3,6,1,1,4
3372,5f00343e03e3291311144488,4,12/28/2020,21222,Maryland,MD,,1,1,,,,,,,,,,,,1,
3373,5f010d04305a1425a9ac7206,4,12/28/2020,48829,Michigan,MI,,2,2,,,,,,,,,,,,1,
3374,5f026bb1de02ff11ef04277d,4,12/28/2020,77494,Texas,TX,20,1,1,2,5.25,7,5,6,3,5,3,4,4,1,1,4
3375,5f02928eb864764323d1f42a,4,12/28/2020,35094,Alabama,AL,35,2,1,4,4.25,5,2,4,2,4,4,4,4,1,1,7
3376,5f03579ef3d5b3546f323d47,4,12/28/2020,2152,Massachusetts,MA,70,2,2,5,4.5,3,4,5,2,3,5,3,3,1,1,7
3377,5f048fdc0aea5b0ae3215fc9,4,12/28/2020,33461,Florida,FL,63,2,2,5,6,6,6,5,5,4,7,4,6,1,1,7
3378,5f05380a3963d08260da3fda,4,12/28/2020,68465,Nebraska,NE,66,1,1,1,7,7,7,7,7,7,7,7,7,1,1,1
3379,5f0550bf5819b18476ee8343,4,12/28/2020,31210,Georgia,GA,65,2,1,6,5.25,6,6,7,6,1,6,1,7,1,1,7
